fiscalDateEnding,operatingCashflow,capitalExpenditures,grossProfit,totalRevenue,costOfRevenue,operatingExpenses,netIncome,StockValue
2020-09-27,1256499532.61,110852195.65,2565821641.3,6426266858.7,3860445217.39,1249554347.83,787700565.22,528.89
2020-10-04,1202829130.43,111486869.57,2564033652.17,6444715478.26,3880681826.09,1334475913.04,779201217.39,530.85
2020-10-11,1096198358.7,114419641.3,2557292043.48,6460602815.22,3903310771.74,1477018510.87,760345347.83,527.79
2020-10-18,989567586.96,117352413.04,2550550434.78,6476490152.17,3925939717.39,1619561108.7,741489478.26,524.72
2020-10-25,882936815.22,120285184.78,2543808826.09,6492377489.13,3948568663.04,1762103706.52,722633608.7,521.66
2020-11-01,776306043.48,123217956.52,2537067217.39,6508264826.09,3971197608.7,1904646304.35,703777739.13,518.6
2020-11-08,669675271.74,126150728.26,2530325608.7,6524152163.04,3993826554.35,2047188902.17,684921869.57,515.53
2020-11-15,563044500.0,129083500.0,2523584000.0,6540039500.0,4016455500.0,2189731500.0,666066000.0,512.47
2020-11-22,456413728.26,132016271.74,2516842391.3,6555926836.96,4039084445.65,2332274097.83,647210130.43,509.41
2020-11-29,349782956.52,134949043.48,2510100782.61,6571814173.91,4061713391.3,2474816695.65,628354260.87,506.34
2020-12-06,243152184.78,137881815.22,2503359173.91,6587701510.87,4084342336.96,2617359293.48,609498391.3,503.28
2020-12-13,136521413.04,140814586.96,2496617565.22,6603588847.83,4106971282.61,2759901891.3,590642521.74,500.22
2020-12-20,29890641.3,143747358.7,2489875956.52,6619476184.78,4129600228.26,2902444489.13,571786652.17,497.15
2020-12-27,-76740130.43,146680130.43,2483134347.83,6635363521.74,4152229173.91,3044987086.96,552930782.61,494.09
2021-01-03,-107174066.67,146110833.33,2506464966.67,6661736666.67,4155271700.0,3066722500.0,580974633.33,494.11
2021-01-10,-36012222.22,140872111.11,2569891888.89,6702090888.89,4132199000.0,2927381666.67,671551444.44,498.26
2021-01-17,35149622.22,135633388.89,2633318811.11,6742445111.11,4109126300.0,2788040833.33,762128255.56,502.4
2021-01-24,106311466.67,130394666.67,2696745733.33,6782799333.33,4086053600.0,2648700000.0,852705066.67,506.54
2021-01-31,177473311.11,125155944.44,2760172655.56,6823153555.56,4062980900.0,2509359166.67,943281877.78,510.68
2021-02-07,248635155.56,119917222.22,2823599577.78,6863507777.78,4039908200.0,2370018333.33,1033858688.89,514.82
2021-02-14,319797000.0,114678500.0,2887026500.0,6903862000.0,4016835500.0,2230677500.0,1124435500.0,518.96
2021-02-21,390958844.44,109439777.78,2950453422.22,6944216222.22,3993762800.0,2091336666.67,1215012311.11,523.1
2021-02-28,462120688.89,104201055.56,3013880344.44,6984570444.44,3970690100.0,1951995833.33,1305589122.22,527.24
2021-03-07,533282533.33,98962333.33,3077307266.67,7024924666.67,3947617400.0,1812655000.0,1396165933.33,531.38
2021-03-14,604444377.78,93723611.11,3140734188.89,7065278888.89,3924544700.0,1673314166.67,1486742744.44,535.52
2021-03-21,675606222.22,88484888.89,3204161111.11,7105633111.11,3901472000.0,1533973333.33,1577319555.56,539.66
2021-03-28,746768066.67,83246166.67,3267588033.33,7145987333.33,3878399300.0,1394632500.0,1667896366.67,543.8
2021-04-04,740297780.22,82287901.1,3296045637.36,7171127934.07,3875082296.7,1341122648.35,1691167659.34,543.75
2021-04-11,675603395.6,84539978.02,3298276252.75,7184858318.68,3886582065.93,1351986032.97,1663959813.19,540.55
2021-04-18,610909010.99,86792054.95,3300506868.13,7198588703.3,3898081835.16,1362849417.58,1636751967.03,537.35
2021-04-25,546214626.37,89044131.87,3302737483.52,7212319087.91,3909581604.4,1373712802.2,1609544120.88,534.15
2021-05-02,481520241.76,91296208.79,3304968098.9,7226049472.53,3921081373.63,1384576186.81,1582336274.73,530.96
2021-05-09,416825857.14,93548285.71,3307198714.29,7239779857.14,3932581142.86,1395439571.43,1555128428.57,527.76
2021-05-16,352131472.53,95800362.64,3309429329.67,7253510241.76,3944080912.09,1406302956.04,1527920582.42,524.56
2021-05-23,287437087.91,98052439.56,3311659945.05,7267240626.37,3955580681.32,1417166340.66,1500712736.26,521.37
2021-05-30,222742703.3,100304516.48,3313890560.44,7280971010.99,3967080450.55,1428029725.27,1473504890.11,518.17
2021-06-06,158048318.68,102556593.41,3316121175.82,7294701395.6,3978580219.78,1438893109.89,1446297043.96,514.97
2021-06-13,93353934.07,104808670.33,3318351791.21,7308431780.22,3990079989.01,1449756494.51,1419089197.8,511.77
2021-06-20,28659549.45,107060747.25,3320582406.59,7322162164.84,4001579758.24,1460619879.12,1391881351.65,508.58
2021-06-27,-36034835.16,109312824.18,3322813021.98,7335892549.45,4013079527.47,1471483263.74,1364673505.49,505.38
2021-07-04,-57407086.96,112758391.3,3321730260.87,7347937434.78,4026207173.91,1478116652.17,1357189434.78,506.84
2021-07-11,-46287739.13,117099076.09,3318162467.39,7358718195.65,4040555728.26,1481577543.48,1364498195.65,511.78
2021-07-18,-35168391.3,121439760.87,3314594673.91,7369498956.52,4054904282.61,1485038434.78,1371806956.52,516.73
2021-07-25,-24049043.48,125780445.65,3311026880.43,7380279717.39,4069252836.96,1488499326.09,1379115717.39,521.67
2021-08-01,-12929695.65,130121130.43,3307459086.96,7391060478.26,4083601391.3,1491960217.39,1386424478.26,526.62
2021-08-08,-1810347.83,134461815.22,3303891293.48,7401841239.13,4097949945.65,1495421108.7,1393733239.13,531.56
2021-08-15,9309000.0,138802500.0,3300323500.0,7412622000.0,4112298500.0,1498882000.0,1401042000.0,536.5
2021-08-22,20428347.83,143143184.78,3296755706.52,7423402760.87,4126647054.35,1502342891.3,1408350760.87,541.45
2021-08-29,31547695.65,147483869.57,3293187913.04,7434183521.74,4140995608.7,1505803782.61,1415659521.74,546.39
2021-09-05,42667043.48,151824554.35,3289620119.57,7444964282.61,4155344163.04,1509264673.91,1422968282.61,551.34
2021-09-12,53786391.3,156165239.13,3286052326.09,7455745043.48,4169692717.39,1512725565.22,1430277043.48,556.28
2021-09-19,64905739.13,160505923.91,3282484532.61,7466525804.35,4184041271.74,1516186456.52,1437585804.35,561.23
2021-09-26,76025086.96,164846608.7,3278916739.13,7477306565.22,4198389826.09,1519647347.83,1444894565.22,566.17
2021-10-03,66542489.13,167283043.48,3250558380.43,7490831706.52,4240273326.09,1512216184.78,1421626152.17,571.62
2021-10-10,29590630.43,167180478.26,3189145934.78,7508016021.74,4318870086.96,1490262282.61,1357588173.91,577.75
2021-10-17,-7361228.26,167077913.04,3127733489.13,7525200336.96,4397466847.83,1468308380.43,1293550195.65,583.87
2021-10-24,-44313086.96,166975347.83,3066321043.48,7542384652.17,4476063608.7,1446354478.26,1229512217.39,589.99
2021-10-31,-81264945.65,166872782.61,3004908597.83,7559568967.39,4554660369.57,1424400576.09,1165474239.13,596.12
2021-11-07,-118216804.35,166770217.39,2943496152.17,7576753282.61,4633257130.43,1402446673.91,1101436260.87,602.24
2021-11-14,-155168663.04,166667652.17,2882083706.52,7593937597.83,4711853891.3,1380492771.74,1037398282.61,608.37
2021-11-21,-192120521.74,166565086.96,2820671260.87,7611121913.04,4790450652.17,1358538869.57,973360304.35,614.49
2021-11-28,-229072380.43,166462521.74,2759258815.22,7628306228.26,4869047413.04,1336584967.39,909322326.09,620.61
2021-12-05,-266024239.13,166359956.52,2697846369.57,7645490543.48,4947644173.91,1314631065.22,845284347.83,626.74
2021-12-12,-302976097.83,166257391.3,2636433923.91,7662674858.7,5026240934.78,1292677163.04,781246369.57,632.86
2021-12-19,-339927956.52,166154826.09,2575021478.26,7679859173.91,5104837695.65,1270723260.87,717208391.3,638.98
2021-12-26,-376879815.22,166052260.87,2513609032.61,7697043489.13,5183434456.52,1248769358.7,653170413.04,645.11
2022-01-02,-373804822.22,164982977.78,2494483422.22,7712839088.89,5218355666.67,1241495733.33,629429400.0,643.75
2022-01-09,-270662700.0,161496900.0,2581074900.0,7725162900.0,5144088000.0,1270922800.0,706430800.0,623.69
2022-01-16,-167520577.78,158010822.22,2667666377.78,7737486711.11,5069820333.33,1300349866.67,783432200.0,603.63
2022-01-23,-64378455.56,154524744.44,2754257855.56,7749810522.22,4995552666.67,1329776933.33,860433600.0,583.58
2022-01-30,38763666.67,151038666.67,2840849333.33,7762134333.33,4921285000.0,1359204000.0,937435000.0,563.52
2022-02-06,141905788.89,147552588.89,2927440811.11,7774458144.44,4847017333.33,1388631066.67,1014436400.0,543.46
2022-02-13,245047911.11,144066511.11,3014032288.89,7786781955.56,4772749666.67,1418058133.33,1091437800.0,523.41
2022-02-20,348190033.33,140580433.33,3100623766.67,7799105766.67,4698482000.0,1447485200.0,1168439200.0,503.35
2022-02-27,451332155.56,137094355.56,3187215244.44,7811429577.78,4624214333.33,1476912266.67,1245440600.0,483.29
2022-03-06,554474277.78,133608277.78,3273806722.22,7823753388.89,4549946666.67,1506339333.33,1322442000.0,463.23
2022-03-13,657616400.0,130122200.0,3360398200.0,7836077200.0,4475679000.0,1535766400.0,1399443400.0,443.18
2022-03-20,760758522.22,126636122.22,3446989677.78,7848401011.11,4401411333.33,1565193466.67,1476444800.0,423.12
2022-03-27,863900644.44,123150044.44,3533581155.56,7860724822.22,4327143666.67,1594620533.33,1553446200.0,403.06
2022-04-03,895803098.9,120131406.59,3573050703.3,7871141967.03,4298091263.74,1614392054.95,1592287791.21,385.24
2022-04-10,832719329.67,117736021.98,3549691010.99,7879016890.11,4329325879.12,1621289516.48,1580249637.36,370.4
2022-04-17,769635560.44,115340637.36,3526331318.68,7886891813.19,4360560494.51,1628186978.02,1568211483.52,355.56
2022-04-24,706551791.21,112945252.75,3502971626.37,7894766736.26,4391795109.89,1635084439.56,1556173329.67,340.73
2022-05-01,643468021.98,110549868.13,3479611934.07,7902641659.34,4423029725.27,1641981901.1,1544135175.82,325.89
2022-05-08,580384252.75,108154483.52,3456252241.76,7910516582.42,4454264340.66,1648879362.64,1532097021.98,311.05
2022-05-15,517300483.52,105759098.9,3432892549.45,7918391505.49,4485498956.04,1655776824.18,1520058868.13,296.21
2022-05-22,454216714.29,103363714.29,3409532857.14,7926266428.57,4516733571.43,1662674285.71,1508020714.29,281.37
2022-05-29,391132945.05,100968329.67,3386173164.84,7934141351.65,4547968186.81,1669571747.25,1495982560.44,266.53
2022-06-05,328049175.82,98572945.05,3362813472.53,7942016274.73,4579202802.2,1676469208.79,1483944406.59,251.69
2022-06-12,264965406.59,96177560.44,3339453780.22,7949891197.8,4610437417.58,1683366670.33,1471906252.75,236.86
2022-06-19,201881637.36,93782175.82,3316094087.91,7957766120.88,4641672032.97,1690264131.87,1459868098.9,222.02
2022-06-26,138797868.13,91386791.21,3292734395.6,7965641043.96,4672906648.35,1697161593.41,1447829945.05,207.18
2022-07-03,117556304.35,89853065.22,3274740500.0,7968688217.39,4693947717.39,1697933532.61,1439558315.22,199.42
2022-07-10,152104347.83,89468217.39,3263901000.0,7965298391.3,4701397391.3,1690538108.7,1436308717.39,201.09
2022-07-17,186652391.3,89083369.57,3253061500.0,7961908565.22,4708847065.22,1683142684.78,1433059119.57,202.77
2022-07-24,221200434.78,88698521.74,3242222000.0,7958518739.13,4716296739.13,1675747260.87,1429809521.74,204.44
2022-07-31,255748478.26,88313673.91,3231382500.0,7955128913.04,4723746413.04,1668351836.96,1426559923.91,206.12
2022-08-07,290296521.74,87928826.09,3220543000.0,7951739086.96,4731196086.96,1660956413.04,1423310326.09,207.8
2022-08-14,324844565.22,87543978.26,3209703500.0,7948349260.87,4738645760.87,1653560989.13,1420060728.26,209.47
2022-08-21,359392608.7,87159130.43,3198864000.0,7944959434.78,4746095434.78,1646165565.22,1416811130.43,211.15
2022-08-28,393940652.17,86774282.61,3188024500.0,7941569608.7,4753545108.7,1638770141.3,1413561532.61,212.82
2022-09-04,428488695.65,86389434.78,3177185000.0,7938179782.61,4760994782.61,1631374717.39,1410311934.78,214.5
2022-09-11,463036739.13,86004586.96,3166345500.0,7934789956.52,4768444456.52,1623979293.48,1407062336.96,216.17
2022-09-18,497584782.61,85619739.13,3155506000.0,7931400130.43,4775894130.43,1616583869.57,1403812739.13,217.85
2022-09-25,532132826.09,85234891.3,3144666500.0,7928010304.35,4783343804.35,1609188445.65,1400563141.3,219.52
2022-10-02,554354521.74,85538978.26,3121945065.22,7923990391.3,4802045326.09,1644777369.57,1369047260.87,222.53
2022-10-09,545760347.83,87565402.17,3069518793.48,7918395260.87,4848876467.39,1787827163.04,1266865673.91,228.87
2022-10-16,537166173.91,89591826.09,3017092521.74,7912800130.43,4895707608.7,1930876956.52,1164684086.96,235.2
2022-10-23,528572000.0,91618250.0,2964666250.0,7907205000.0,4942538750.0,2073926750.0,1062502500.0,241.54
2022-10-30,519977826.09,93644673.91,2912239978.26,7901609869.57,4989369891.3,2216976543.48,960320913.04,247.87
2022-11-06,511383652.17,95671097.83,2859813706.52,7896014739.13,5036201032.61,2360026336.96,858139326.09,254.21
2022-11-13,502789478.26,97697521.74,2807387434.78,7890419608.7,5083032173.91,2503076130.43,755957739.13,260.54
2022-11-20,494195304.35,99723945.65,2754961163.04,7884824478.26,5129863315.22,2646125923.91,653776152.17,266.88
2022-11-27,485601130.43,101750369.57,2702534891.3,7879229347.83,5176694456.52,2789175717.39,551594565.22,273.22
2022-12-04,477006956.52,103776793.48,2650108619.57,7873634217.39,5223525597.83,2932225510.87,449412978.26,279.55
2022-12-11,468412782.61,105803217.39,2597682347.83,7868039086.96,5270356739.13,3075275304.35,347231391.3,285.89
2022-12-18,459818608.7,107829641.3,2545256076.09,7862443956.52,5317187880.43,3218325097.83,245049804.35,292.22
2022-12-25,451224434.78,109856065.22,2492829804.35,7856848826.09,5364019021.74,3361374891.3,142868217.39,298.56
2023-01-01,463134466.67,111042177.78,2458003944.44,7855491333.33,5397487388.89,3463539800.0,69171066.67,304.19
2023-01-08,598069733.33,107186422.22,2528780555.56,7879559666.67,5350779111.11,3320395400.0,166380533.33,305.55
2023-01-15,733005000.0,103330666.67,2599557166.67,7903628000.0,5304070833.33,3177251000.0,263590000.0,306.92
2023-01-22,867940266.67,99474911.11,2670333777.78,7927696333.33,5257362555.56,3034106600.0,360799466.67,308.28
2023-01-29,1002875533.33,95619155.56,2741110388.89,7951764666.67,5210654277.78,2890962200.0,458008933.33,309.65
2023-02-05,1137810800.0,91763400.0,2811887000.0,7975833000.0,5163946000.0,2747817800.0,555218400.0,311.01
2023-02-12,1272746066.67,87907644.44,2882663611.11,7999901333.33,5117237722.22,2604673400.0,652427866.67,312.38
2023-02-19,1407681333.33,84051888.89,2953440222.22,8023969666.67,5070529444.44,2461529000.0,749637333.33,313.75
2023-02-26,1542616600.0,80196133.33,3024216833.33,8048038000.0,5023821166.67,2318384600.0,846846800.0,315.11
2023-03-05,1677551866.67,76340377.78,3094993444.44,8072106333.33,4977112888.89,2175240200.0,944056266.67,316.48
2023-03-12,1812487133.33,72484622.22,3165770055.56,8096174666.67,4930404611.11,2032095800.0,1041265733.33,317.84
2023-03-19,1947422400.0,68628866.67,3236546666.67,8120243000.0,4883696333.33,1888951400.0,1138475200.0,319.21
2023-03-26,2082357666.67,64773111.11,3307323277.78,8144311333.33,4836988055.56,1745807000.0,1235684666.67,320.57
2023-04-02,2162509054.95,62875109.89,3361305538.46,8162069989.01,4800764450.55,1644507967.03,1309130769.23,323.22
2023-04-09,2105700747.25,65871494.51,3373301923.08,8164054450.55,4790752527.47,1647822351.65,1323168461.54,329.05
2023-04-16,2048892439.56,68867879.12,3385298307.69,8166038912.09,4780740604.4,1651136736.26,1337206153.85,334.89
2023-04-23,1992084131.87,71864263.74,3397294692.31,8168023373.63,4770728681.32,1654451120.88,1351243846.15,340.72
2023-04-30,1935275824.18,74860648.35,3409291076.92,8170007835.16,4760716758.24,1657765505.49,1365281538.46,346.56
2023-05-07,1878467516.48,77857032.97,3421287461.54,8171992296.7,4750704835.16,1661079890.11,1379319230.77,352.39
2023-05-14,1821659208.79,80853417.58,3433283846.15,8173976758.24,4740692912.09,1664394274.73,1393356923.08,358.23
2023-05-21,1764850901.1,83849802.2,3445280230.77,8175961219.78,4730680989.01,1667708659.34,1407394615.38,364.06
2023-05-28,1708042593.41,86846186.81,3457276615.38,8177945681.32,4720669065.93,1671023043.96,1421432307.69,369.9
2023-06-04,1651234285.71,89842571.43,3469273000.0,8179930142.86,4710657142.86,1674337428.57,1435470000.0,375.74
2023-06-11,1594425978.02,92838956.04,3481269384.62,8181914604.4,4700645219.78,1677651813.19,1449507692.31,381.57
2023-06-18,1537617670.33,95835340.66,3493265769.23,8183899065.93,4690633296.7,1680966197.8,1463545384.62,387.41
2023-06-25,1480809362.64,98831725.27,3505262153.85,8185883527.47,4680621373.63,1684280582.42,1477583076.92,393.24
2023-07-02,1452233804.35,101036282.61,3515940760.87,8195004630.43,4679063869.57,1686818391.3,1491736347.83,398.29
2023-07-09,1494240119.57,101261271.74,3523324923.91,8221967336.96,4698642413.04,1687414760.87,1506178565.22,401.35
2023-07-16,1536246434.78,101486260.87,3530709086.96,8248930043.48,4718220956.52,1688011130.43,1520620782.61,404.42
2023-07-23,1578252750.0,101711250.0,3538093250.0,8275892750.0,4737799500.0,1688607500.0,1535063000.0,407.49
2023-07-30,1620259065.22,101936239.13,3545477413.04,8302855456.52,4757378043.48,1689203869.57,1549505217.39,410.56
2023-08-06,1662265380.43,102161228.26,3552861576.09,8329818163.04,4776956586.96,1689800239.13,1563947434.78,413.62
2023-08-13,1704271695.65,102386217.39,3560245739.13,8356780869.57,4796535130.43,1690396608.7,1578389652.17,416.69
2023-08-20,1746278010.87,102611206.52,3567629902.17,8383743576.09,4816113673.91,1690992978.26,1592831869.57,419.76
2023-08-27,1788284326.09,102836195.65,3575014065.22,8410706282.61,4835692217.39,1691589347.83,1607274086.96,422.83
2023-09-03,1830290641.3,103061184.78,3582398228.26,8437668989.13,4855270760.87,1692185717.39,1621716304.35,425.89
2023-09-10,1872296956.52,103286173.91,3589782391.3,8464631695.65,4874849304.35,1692782086.96,1636158521.74,428.96
2023-09-17,1914303271.74,103511163.04,3597166554.35,8491594402.17,4894427847.83,1693378456.52,1650600739.13,432.03
2023-09-24,1956309586.96,103736152.17,3604550717.39,8518557108.7,4914006391.3,1693974826.09,1665042956.52,435.1
2023-10-01,1988735641.3,103686641.3,3609950217.39,8544832750.0,4934882532.61,1716950619.57,1669383043.48,438.11
2023-10-08,1963680130.43,101990130.43,3603441739.13,8566986000.0,4963544260.87,1874202956.52,1613110347.83,440.81
2023-10-15,1938624619.57,100293619.57,3596933260.87,8589139250.0,4992205989.13,2031455293.48,1556837652.17,443.5
2023-10-22,1913569108.7,98597108.7,3590424782.61,8611292500.0,5020867717.39,2188707630.43,1500564956.52,446.2
2023-10-29,1888513597.83,96900597.83,3583916304.35,8633445750.0,5049529445.65,2345959967.39,1444292260.87,448.9
2023-11-05,1863458086.96,95204086.96,3577407826.09,8655599000.0,5078191173.91,2503212304.35,1388019565.22,451.59
2023-11-12,1838402576.09,93507576.09,3570899347.83,8677752250.0,5106852902.17,2660464641.3,1331746869.57,454.29
2023-11-19,1813347065.22,91811065.22,3564390869.57,8699905500.0,5135514630.43,2817716978.26,1275474173.91,456.99
2023-11-26,1788291554.35,90114554.35,3557882391.3,8722058750.0,5164176358.7,2974969315.22,1219201478.26,459.69
2023-12-03,1763236043.48,88418043.48,3551373913.04,8744212000.0,5192838086.96,3132221652.17,1162928782.61,462.38
2023-12-10,1738180532.61,86721532.61,3544865434.78,8766365250.0,5221499815.22,3289473989.13,1106656086.96,465.08
2023-12-17,1713125021.74,85025021.74,3538356956.52,8788518500.0,5250161543.48,3446726326.09,1050383391.3,467.78
2023-12-24,1688069510.87,83328510.87,3531848478.26,8810671750.0,5278823271.74,3603978663.04,994110695.65,470.47
2023-12-31,1663014000.0,81632000.0,3525340000.0,8832825000.0,5307485000.0,3761231000.0,937838000.0,473.17
